ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections
mdp.39015011428706,mdp.39015011428706,carlylecriticalMP2,"Critical and miscellaneous essays collected and republished,","Carlyle, Thomas, 1795-1881",1800,HathiTrust,['Literary']
mdp.39015011445379,mdp.39015011445379,whytemiscellanea,Miscellanea nova ...,"Whyte, Samuel, 1733-1811",1801,HathiTrust,['Literary']
mdp.39015011492389,mdp.39015011492389,baurphilological,A philological introduction to Greek and Latin for students.,"Baur, Ferdinand",1876,HathiTrust,['Linguistic']
mdp.39015011583377,mdp.39015011583377,mdp.39015011583377,"Holland's influence on English language and literature,","De Vries, T. (Tiemen), 1865-1936",1916,HathiTrust,['Literary']
mdp.39015011827139,mdp.39015011827139,mdp.39015011827139,Studies in English philology;,,1929,HathiTrust,['Uncategorized']
mdp.39015011827139-p1,mdp.39015011827139,mdp.39015011827139-p1,Four Footnotes to Papers on Germanic Metrics,"Leonard, W.E.",1929,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015011921064,mdp.39015011921064,wardenglish4,The English poets;,"Ward, Thomas Humphry, 1845-1926",1905,HathiTrust,['Literary']
mdp.39015011951434,mdp.39015011951434,trenchstudy,"On the study of words,","Trench, Richard Chenevix, 1807-1886",1904,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015012063627,mdp.39015012063627,lowelltendencies,Tendencies in modern American poetry,"Lowell, Amy, 1874-1925",1917,HathiTrust,['Literary']
mdp.39015012074343,mdp.39015012074343,mdp.39015012074343,"Essays on style, rhetoric, and language.","De Quincey, Thomas, 1785-1859",1893,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015012189208,mdp.39015012189208,baldwinhow,How to write;,"Baldwin, Charles Sears, 1867-1935",1905,HathiTrust,['Linguistic']
mdp.39015012278431,mdp.39015012278431,mdp.39015012278431,The Iliad of Homer,Homer,1877,HathiTrust,['Literary']
mdp.39015012320548,mdp.39015012320548,mdp.39015012320548,Assyrian grammar,"Delitzsch, Friedrich, 1850-1922",1889,HathiTrust,['Linguistic']
mdp.39015012330885-pxix,mdp.39015012330885,mdp.39015012330885-pxix,"Metrical Tests [retitled ""The Stopped-Line Test.""]","Furnivall, F. J.",1883,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015012837038,mdp.39015012837038,blairlectures3v2,Lectures on rhetoric and belles lettres.,"Blair, Hugh, 1718-1800",1812,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015012838226,mdp.39015012838226,blairlectures3v3,Lectures on rhetoric and belles lettres.,"Blair, Hugh, 1718-1800",1812,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015012850452,mdp.39015012850452,mdp.39015012850452,Historical English and derivation.,"Nesfield, John Collinson",1898,HathiTrust,['Linguistic']
mdp.39015012903160,mdp.39015012903160,mdp.39015012903160,English poesy :,"Hall, William Winslow",1911,HathiTrust,['Literary']
mdp.39015012981141,mdp.39015012981141,mdp.39015012981141,Elizabethan critical essays;,"Smith, G. Gregory (George Gregory), 1865-1932",1904,HathiTrust,['Literary']
mdp.39015012991363-p759,mdp.39015012991363,mdp.39015012991363-p759,"Irregular Epic Metres: A Comparative Study of the Metre of the Poem of the Cid and of Certain Anglo-Norman, Franco-Italian, and Venetian Epic Poems","Hills, E. C.",1925,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015013094217-p28,mdp.39015013094217,mdp.39015013094217-p28,On Rhyme,"Chapman, R. W.",1920,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015013138261,mdp.39015013138261,mdp.39015013138261,Pastoral poetry & pastoral drama;,"Greg, W. W. (Walter Wilson), 1875-1959",1906,HathiTrust,['Literary']
mdp.39015013141364,mdp.39015013141364,mdp.39015013141364,Aureate terms;,"Mendenhall, John Cooper, 1886-",1919,HathiTrust,['Linguistic']
mdp.39015013164259,mdp.39015013164259,mdp.39015013164259,"The complete poetical works of Edgar Allan Poe,","Poe, Edgar Allan, 1809-1849",1909,HathiTrust,['Literary']
mdp.39015013232957,mdp.39015013232957,mdp.39015013232957,Studies in the songs of Plautine comedy ...,"Law, Helen Hull",1922,HathiTrust,['Literary']
mdp.39015013237576,mdp.39015013237576,curlexpository,"Expository writing,","Curl, Mervin James",1919,HathiTrust,['Linguistic']
mdp.39015013245199,mdp.39015013245199,mdp.39015013245199,Essays literary & critical,"Arnold, Matthew, 1822-1888",1866,HathiTrust,['Literary']
mdp.39015013290013,mdp.39015013290013,simpsonelizabethan,The Elizabethan translations of Seneca's tragedies,"Simpson, Evelyn Mary Spearing, 1885-1963",1912,HathiTrust,['Literary']
mdp.39015013293991,mdp.39015013293991,mdp.39015013293991,"English study and English writing,","White, Henry Adelbert, 1880-1951",1922,HathiTrust,['Literary']
mdp.39015013413300,mdp.39015013413300,mackailsprings,The springs of Helicon;,"Mackail, J. W. (John William), 1859-1945",1909,HathiTrust,['Literary']
mdp.39015013425254,mdp.39015013425254,mdp.39015013425254,The Rhetoric of Aristotle,Aristotle,1877,HathiTrust,['Literary']
mdp.39015013501989,mdp.39015013501989,mdp.39015013501989,History of English;,"Champneys, Arthur Charles",1893,HathiTrust,['Literary']
mdp.39015013504066,mdp.39015013504066,mdp.39015013504066,Chapters on alliterative verse,"Lawrence, John",1893,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015013733616,mdp.39015013733616,kiddvocal,New elocution and voice culture,"Kidd, Robert",1883,HathiTrust,['Linguistic']
mdp.39015014145380,mdp.39015014145380,arnoldculturefriendships,"Culture & anarchy, an essay in political and social criticism;","Arnold, Matthew, 1822-1888",1891,HathiTrust,['Literary']
mdp.39015014173549,mdp.39015014173549,soamesintroduction,"Introduction to English, French and German phonetics,","Soames, Laura, 1840-1895",1913,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015014277126,mdp.39015014277126,craikmanual,"A manual of English literature, and of the history of the English language, from the Norman conquest; with numerous specimens.","Craik, George L. (George Lillie), 1798-1866",1863,HathiTrust,['Literary']
mdp.39015014512175,mdp.39015014512175,mdp.39015014512175,"The villain as hero in Elizabethan tragedy,","Boyer, Clarence Valentine, 1880-",1914,HathiTrust,['Literary']
mdp.39015014523602-p309,mdp.39015014523602,mdp.39015014523602-p309,The Structure of Simple Rhythm Forms,"MacDougall, Robert",1903,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015014535721,mdp.39015014535721,mdp.39015014535721,"Parody,","Stone, Christopher Reynolds",1914,HathiTrust,['Literary']
mdp.39015014574241,mdp.39015014574241,pattersonrhythm,The rhythm of prose :,"Patterson, William Morrison, b. 1880",1917,HathiTrust,['Literary']
mdp.39015014580313,mdp.39015014580313,whippleliterature,The literature of the age of Elizabeth,"Whipple, Edwin Percy, 1819-1886",1883,HathiTrust,['Literary']
mdp.39015014594579,mdp.39015014594579,mdp.39015014594579,"Manual of French pronunciation,","Mixer, A. H. (Albert Harrison), 1822-1908",1901,HathiTrust,['Linguistic']
mdp.39015014699634,mdp.39015014699634,arnoldon,"On translating Homer,","Arnold, Matthew, 1822-1888",1896,HathiTrust,['Literary']
mdp.39015014739869,mdp.39015014739869,mdp.39015014739869,An essay on Keats's treatment of the heroic rhythm and blank verse.,"Wolff, Lucien",1909,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015014763562,mdp.39015014763562,mdp.39015014763562,The Roman poets of the Augustan age ;,"Sellar, W. Y. (William Young), 1825-1890",1892,HathiTrust,['Literary']
mdp.39015014764602,mdp.39015014764602,fowlerkings,The King's English ...,"Fowler, H. W. (Henry Watson), 1858-1933",1906,HathiTrust,['Linguistic']
mdp.39015015175915,mdp.39015015175915,krapppronunciation,"The pronunciation of standard English in America,","Krapp, George Philip, 1872-1934",1919,HathiTrust,['Linguistic']
mdp.39015015344263,mdp.39015015344263,mdp.39015015344263,King's College lectures on elocution;,"Plumptre, Charles John, 1818-1887",1881,HathiTrust,['Linguistic']
mdp.39015015356457,mdp.39015015356457,mdp.39015015356457,The Rhetoric of Aristotle,Aristotle,1877,HathiTrust,['Literary']
mdp.39015015381901,mdp.39015015381901,mdp.39015015381901,"The Elizabethan playhouse, and other studies","Lawrence, William J. (William John), 1862-1940",1912,HathiTrust,['Literary']
mdp.39015015383279-p235,mdp.39015015383279,mdp.39015015383279-p235,Versification and the Edinburgh Academy,(none),1825,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015015386264,mdp.39015015386264,mdp.39015015386264,The relations of Shirley's plays to the Elizabethan drama.,"Forsythe, Robert S. (Robert Stanley), 1886-1941",1914,HathiTrust,['Literary']
mdp.39015016370424,mdp.39015016370424,brookeenglish,English literature.,"Brooke, Stopford Augustus, 1832-1916",1879,HathiTrust,['Literary']
mdp.39015016456165,mdp.39015016456165,stevensonhome1,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456322,mdp.39015016456322,stevensonhome3,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456330,mdp.39015016456330,stevensonhome4,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456348,mdp.39015016456348,stevensonhome5,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456355,mdp.39015016456355,stevensonhome7,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456363,mdp.39015016456363,mdp.39015016456363,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456413,mdp.39015016456413,stevensonhome6,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912,HathiTrust,['Literary']
mdp.39015016456942,mdp.39015016456942,mdp.39015016456942,The permanent power of English poetry.,"Herford, C. H. (Charles Harold), 1853-1931",1902,HathiTrust,['Literary']
mdp.39015016457320,mdp.39015016457320,percyreliques2,Reliques of ancient English poetry;,"Percy, Thomas, 1729-1811",1844,HathiTrust,['Literary']
mdp.39015016457338,mdp.39015016457338,percyreliques1,Reliques of ancient English poetry;,"Percy, Thomas, 1729-1811",1844,HathiTrust,['Literary']
mdp.39015016460407,mdp.39015016460407,mdp.39015016460407,English visible speech and its typography elucidated,"Bell, Alexander Melville, 1819-1905",1904,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015016460456,mdp.39015016460456,mdp.39015016460456,"Some variant pronunciations in the new South,","Read, William Alexander, 1869-1962",1912,HathiTrust,['Linguistic']
mdp.39015016471404,mdp.39015016471404,fosteressay,"An essay on the different nature of accent and quantity,","Foster, John, 1731-1774",1820,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015016699970,mdp.39015016699970,mdp.39015016699970,"The English drama in the age of Shakespeare,","Creizenach, Wilhelm Michael Anton, 1851-1919",1916,HathiTrust,['Literary']
mdp.39015016731609,mdp.39015016731609,kirkhamenglish,"English grammar in familiar lectures, accompanied by A compendium;","Kirkham, Samuel",1840,HathiTrust,['Linguistic']
mdp.39015016734504,mdp.39015016734504,mdp.39015016734504,The earliest Swedish works on English pronunciation (before 1750),"Gabrielson, Arvid, 1879-",1917,HathiTrust,['Linguistic']
mdp.39015016734561,mdp.39015016734561,kirkhamenglish,"English grammar in familiar lectures ... embracing a new systematick order of parsing, a new system of punctuation, exercises in false syntax, and a system of philosophical grammar ... to which are added. A compendium, an appendix, and a key to the exercises;","Kirkham, Samuel",1834,HathiTrust,['Linguistic']
mdp.39015016735394,mdp.39015016735394,butterscholarsschool,The scholar's companion;,"Butter, Henry, 1794-1885,",1837,HathiTrust,['Linguistic']
mdp.39015016748504,mdp.39015016748504,byssheartBV,The art of English poetry containing,"Bysshe, Edward, fl. 1702-1712",1710,HathiTrust,['Literary']
mdp.39015016768692,mdp.39015016768692,mdp.39015016768692,The poetical works of Mr. Samuel Daniel ...,"Daniel, Samuel, 1562-1619",1718,HathiTrust,['Uncategorized']
mdp.39015016768692-p1,mdp.39015016768692,mdp.39015016768692-p1,"A Defence of Rhime, Against a Pamphlet, Entitled, Observations in the Art of English Poesy.","Daniel, Samuel, 1562-1619",1717,HathiTrust,['Literary']
mdp.39015016881354,mdp.39015016881354,mdp.39015016881354,The three pronunciations of Latin:,"Fisher, M. M. (Michael Montgomery), 1834-1891",1885,HathiTrust,['Linguistic']
mdp.39015016881438,mdp.39015016881438,mdp.39015016881438,"The technic of the speaking voice: its development, training, and artistic use, based upon Rush's Philosophy of the human voice, and the teaching and example of James E. Murdoch;","Scott, John Rutledge",1915,HathiTrust,['Linguistic']
mdp.39015016898432-p1518,mdp.39015016898432,mdp.39015016898432-p1518,Parallelism: The Basis of Biblical Verse,"Moulton, Richard G",1895,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015016912928,mdp.39015016912928,mdp.39015016912928,The laureateship;,"Broadus, Edmund Kemper, 1876-",1921,HathiTrust,['Literary']
mdp.39015016918313,mdp.39015016918313,mdp.39015016918313,The history of English dramatic poetry to the time of Shakespeare;,"Collier, John Payne, 1789-1883",1831,HathiTrust,['Literary']
mdp.39015016924006,mdp.39015016924006,mdp.39015016924006,How to teach English to foreigners.,"Goldberger, Henry H. (Henry Harold), 1878-1969",1918,HathiTrust,['Linguistic']
mdp.39015017637615,mdp.39015017637615,canbyenglish,English composition in theory and practice.,,1920,HathiTrust,['Linguistic']
mdp.39015017638761,mdp.39015017638761,gayleyprinciples,"The principles and progress of English poetry,","Gayley, Charles Mills, 1858-1932",1904,HathiTrust,['Literary']
mdp.39015017644959,mdp.39015017644959,wardenglish4,The English poets;,"Ward, Thomas Humphry, 1845-1926",1883,HathiTrust,['Literary']
mdp.39015017651491,mdp.39015017651491,mdp.39015017651491,"Mexican Linguistics including Nauatl or Mexican in Aryan Phonology, The primitive Aryans of America,","Denison, Thomas Stewart, 1818-1911",1913,HathiTrust,['Linguistic']
mdp.39015017655765,mdp.39015017655765,mdp.39015017655765,Errors of speech and of spelling.,"Brewer, Ebenezer Cobham, 1810-1897",1877,HathiTrust,['Linguistic']
mdp.39015017655872,mdp.39015017655872,mdp.39015017655872,Errors of speech and of spelling.,"Brewer, Ebenezer Cobham, 1810-1897",1877,HathiTrust,['Linguistic']
mdp.39015018428584,mdp.39015018428584,welshdevelopment1,Development of English literature and language.,"Welsh, Alfred H. (Alfred Hix), 1850-1889",1883,HathiTrust,['Linguistic']
mdp.39015018428592,mdp.39015018428592,mdp.39015018428592,Development of English literature and language.,"Welsh, Alfred H. (Alfred Hix), 1850-1889",1883,HathiTrust,['Linguistic']
mdp.39015018614092,mdp.39015018614092,mdp.39015018614092,Edmund Spenser;,"Renwick, W. L. (William Lindsay), 1889-1970",1925,HathiTrust,['Literary']
mdp.39015018631716,mdp.39015018631716,mdp.39015018631716,"Sir Walter Scott's Minstrelsy of the Scottish border,","Scott, Walter, Sir, 1771-1832",1902,HathiTrust,['Literary']
mdp.39015018650773,mdp.39015018650773,mdp.39015018650773,The Princeton text book in rhetoric.,"Hope, Matthew B. (Matthew Boyd), 1812-1859",1859,HathiTrust,['Linguistic']
mdp.39015019076994,mdp.39015019076994,saintsburyelizabethan,"A history of Elizabethan literature,","Saintsbury, George, 1845-1933",1902,HathiTrust,['Literary']
mdp.39015019078172,mdp.39015019078172,mdp.39015019078172,German and English sounds.,"Grandgent, C. H. (Charles Hall), 1862-1939",1892,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015019082190,mdp.39015019082190,mdp.39015019082190,On vowel alliteration in the old Germanic languages.,"Classen, Ernest, 1881-",1913,HathiTrust,['Literary']
mdp.39015019090821,mdp.39015019090821,mdp.39015019090821,"Two addresses delivered before the National association of elocutionists held at Columbia college, New York, June 27th--July 2d, 1892 ...",,1892,HathiTrust,['Linguistic']
mdp.39015019114365,mdp.39015019114365,dayart,The art of discourse:,"Day, Henry Noble, 1808-1890",1867,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015019134686,mdp.39015019134686,koflerart,The art of breathing as the basis of tone-production,"Kofler, Leo, 1837-1908",1890,HathiTrust,['Linguistic']
mdp.39015019145799,mdp.39015019145799,mdp.39015019145799,"Dante and the English poets from Chaucer to Tennyson,","Kuhns, Oscar, 1856-1929",1904,HathiTrust,['Literary']
mdp.39015019158776,mdp.39015019158776,mdp.39015019158776,1. Verner's law in Gothic.,"Wood, Francis Asbury, 1859-1948",1895,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015019208274,mdp.39015019208274,mdp.39015019208274,Charles Butler's English grammar (1634),"Butler, Charles, d. 1647",1910,HathiTrust,['Linguistic']
mdp.39015019229619,mdp.39015019229619,perryintroductory,"An introductory course in exposition,","Perry, F. M. (Frances Melville)",1908,HathiTrust,['Linguistic']
mdp.39015019229627,mdp.39015019229627,mdp.39015019229627,"A book of exposition,","Nugent, Homer Heath, 1893-",1922,HathiTrust,['Linguistic']
mdp.39015019352742,mdp.39015019352742,soulemanual,Manual of English pronunciation and spelling:,"Soule, Richard, 1812-1877",1872,HathiTrust,"['Linguistic', 'Word Lists']"
mdp.39015019354110,mdp.39015019354110,scottlessons2,Lessons in English ...,"Scott, Fred Newton, 1860-1931",1912,HathiTrust,['Literary']
mdp.39015019373771,mdp.39015019373771,hazlittpoets,"Lectures on the English poets,","Hazlitt, William, 1778-1830",1892,HathiTrust,['Literary']
mdp.39015019393332,mdp.39015019393332,mdp.39015019393332,The growth and influence of classical Greek poetry ;,"Jebb, R. C. (Richard Claverhouse), 1841-1905",1893,HathiTrust,['Literary']
mdp.39015019747065,mdp.39015019747065,mdp.39015019747065,"Bad English exposed: a series of criticisms on the errors and inconsistencies of Lindley Murray and other grammarians,","Moon, G. Washington (George Washington), 1823-1909",1876,HathiTrust,['Linguistic']
mdp.39015019951162,mdp.39015019951162,hearnappreciations,"Appreciations of poetry,","Hearn, Lafcadio, 1850-1904",1916,HathiTrust,['Literary']
mdp.39015019955064,mdp.39015019955064,mdp.39015019955064,The pronunciation of Russian.,"Trofimov, Mikhail V.",1923,HathiTrust,['Linguistic']
mdp.39015019975757,mdp.39015019975757,mdp.39015019975757,The poet's craft;,"Felkin, Frederick William, 1869-",1919,HathiTrust,['Literary']
mdp.39015019979676,mdp.39015019979676,mdp.39015019979676,The abuse of the singing & speaking voice;,"Moure, E. J. (Emile Jean), 1855-1941",1910,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015020000983,mdp.39015020000983,mdp.39015020000983,From Latin to Italian;,"Grandgent, C. H. (Charles Hall), 1862-1939",1927,HathiTrust,['Linguistic']
mdp.39015020054345,mdp.39015020054345,aydelottematerials,Materials for the study of English literature and composition;,"Aydelotte, Frank, 1880-1956. ed",1916,HathiTrust,['Linguistic']
mdp.39015020119957,mdp.39015020119957,mdp.39015020119957,College English:,"Aydelotte, Frank, 1880-1956",1913,HathiTrust,['Linguistic']
mdp.39015020207083,mdp.39015020207083,mdp.39015020207083,Northern English :,"Lloyd, Dick",1899,HathiTrust,['Linguistic']
mdp.39015020441104-p5,mdp.39015020441104,mdp.39015020441104-p5,Miltoniana,"Lloyd, W. Watkiss.",1891,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015020696541-p77,mdp.39015020696541,mdp.39015020696541-p77,Beowulf 1422,"Cook, Albert S.",1924,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015021774883,mdp.39015021774883,mdp.39015021774883,Literature in school:,"Scudder, Horace Elisha, 1838-1902",1888,HathiTrust,['Linguistic']
mdp.39015021935443,mdp.39015021935443,mdp.39015021935443,"On early English pronunciation,","Weymouth, Richard Francis, 1822-1902",1874,HathiTrust,['Linguistic']
mdp.39015021952943,mdp.39015021952943,mdp.39015021952943,"Selections for the illustration of a course of instructions on the rhythmus and utterance of the English language: with an Introductory essay on the application of rhythmical science to the treatment of impediments, and the improvement of our national oratory;","Thelwall, John, 1764-1834",1812,HathiTrust,"['Linguistic', 'Literary', 'Original Bibliography', 'Typographically Unique']"
mdp.39015022311388,mdp.39015022311388,mdp.39015022311388,"English diction for singers and speakers,","Rogers, Clara Kathleen, 1844-1931",1912,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015022463007,mdp.39015022463007,newmanhomeric,Homeric translation in theory and practice :,"Newman, Francis William, 1805-1897",1861,HathiTrust,['Literary']
mdp.39015022469087-p106,mdp.39015022469087,mdp.39015022469087-p106,Of Versification,"Pemberton, Henry.",1738,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015022646890,mdp.39015022646890,mdp.39015022646890,"The English, Dionysian, and Hellenic pronunciations of Greek,","Ellis, Alexander John, 1814-1890",1876,HathiTrust,['Linguistic']
mdp.39015022651619,mdp.39015022651619,mdp.39015022651619,The ethnical alphabet;,"Ellis, Alexander John, 1814-1890",1848,HathiTrust,['Linguistic']
mdp.39015023137071,mdp.39015023137071,mdp.39015023137071,A literary history of the English people from the renaissance to the civil war,"Jusserand, J. J. (Jean Jules), 1855-1932",1906,HathiTrust,['Literary']
mdp.39015023260469,mdp.39015023260469,mdp.39015023260469,Anglo-Saxon and Norman periods :,"Arnold, Thomas, 1823-1900",1883,HathiTrust,['Literary']
mdp.39015023260626,mdp.39015023260626,mdp.39015023260626,The teacher's manual.,"Viëtor, Wilhelm, 1850-1918",1897,HathiTrust,['Linguistic']
mdp.39015023562666,mdp.39015023562666,mdp.39015023562666,Researches in experimental phonetics.,"Scripture, E. W. (Edward Wheeler), 1864-",1906,HathiTrust,['Linguistic']
mdp.39015023566352,mdp.39015023566352,mdp.39015023566352,"The history of England, from the accession of James I. to that of the Brunswick line,","Macaulay, Catharine, 1731-1791",1763,HathiTrust,['Literary']
mdp.39015023566378,mdp.39015023566378,mdp.39015023566378,"The history of England, from the accession of James I. to that of the Brunswick line,","Macaulay, Catharine, 1731-1791",1763,HathiTrust,['Literary']
mdp.39015024071642-p178,mdp.39015024071642,mdp.39015024071642-p178,Anglo-Saxon Alliterative Poetry: (A.D. 449 to A.D. 1150),"Douglas-Lithgow, R. A.",1893,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015024071824-p131,mdp.39015024071824,mdp.39015024071824-p131,Classical Metres in English Poetry. Essays by Divers Hands,"Inge, W. R.",1922,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015024186366,mdp.39015024186366,hullahcultivation,The cultivation of the speaking voice;,"Hullah, John, 1812-1884",1884,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015024215355,mdp.39015024215355,mdp.39015024215355,"America's coming-of-age,","Brooks, Van Wyck, 1886-1963",1915,HathiTrust,['Literary']
mdp.39015024233465,mdp.39015024233465,mdp.39015024233465,Graded word list for rural and elementary schools.,Vermont. State Board of Education,1922,HathiTrust,['Linguistic']
mdp.39015024300009,mdp.39015024300009,mdp.39015024300009,Epeögraphy;,"Manning, Joseph Bolles",1829,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015024324215,mdp.39015024324215,gummerebeginnings,"The beginnings of poetry,","Gummere, Francis Barton, 1855-1919",1908,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015024384615,mdp.39015024384615,mdp.39015024384615,Phonetic syllabication the cure for oratorical and other defects of speech.,"Bell, Alexander Melville, 1819-1905",1896,HathiTrust,['Linguistic']
mdp.39015024386446,mdp.39015024386446,mdp.39015024386446,The sounds of R.,"Bell, Alexander Melville, 1819-1905",1896,HathiTrust,['Linguistic']
mdp.39015024386479,mdp.39015024386479,mdp.39015024386479,The fonetic primer,"Story, Charles Augustus, 1837-1907",1907,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015024389333,mdp.39015024389333,abbottshakespearean,A Shakespearian grammar;,"Abbott, Edwin Abbott, 1838-1926",1909,HathiTrust,['Linguistic']
mdp.39015024475686,mdp.39015024475686,craikenglish,The English of Shakespeare illustrated in a philological commentary on his Julius Cæsar.,"Craik, George L. (George Lillie), 1798-1866",1864,HathiTrust,['Literary']
mdp.39015024475777,mdp.39015024475777,priceconstruction,"The construction and types of Shakespeare's verse as seen in the Othello,","Price, Thomas Randolph, 1839-1903",1888,HathiTrust,['Literary']
mdp.39015024521638,mdp.39015024521638,mdp.39015024521638,"Shelburne essays,","More, Paul Elmer, 1864-1937",1904,HathiTrust,['Literary']
mdp.39015024637590,mdp.39015024637590,mdp.39015024637590,Contemporary techniques of poetry :,"Graves, Robert, 1895-1985",1925,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015024853577,mdp.39015024853577,mdp.39015024853577,"Vers libre a logical development of French verse,","Dondo, Mathurin Marius, 1884-",1922,HathiTrust,['Literary']
mdp.39015024941133,mdp.39015024941133,mdp.39015024941133,Pamphlets in philology and the humanities.,,1911,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015024941562,mdp.39015024941562,mdp.39015024941562,Pamphlets in philology and the humanities.,,1900,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015024941570,mdp.39015024941570,mdp.39015024941570,Pamphlets in philology and the humanities.,,1897,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015024941604,mdp.39015024941604,mdp.39015024941604,Pamphlets in philology and the humanities,,1876,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015025026181,mdp.39015025026181,craikenglish,The English of Shakespeare;,"Craik, George L. (George Lillie), 1798-1866",1892,HathiTrust,['Linguistic']
mdp.39015025033146,mdp.39015025033146,mdp.39015025033146,Use and abuse of English;,"Masson, Rosaline",1900,HathiTrust,['Linguistic']
mdp.39015025255723,mdp.39015025255723,mdp.39015025255723,Pamphlets in philology and the humanities.,,1874,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015025255798,mdp.39015025255798,mdp.39015025255798,Pamphlets in philology and the humanities.,,1887,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015025423768,mdp.39015025423768,mdp.39015025423768,Werner's magazine;,,1879,HathiTrust,['Uncategorized']
mdp.39015025423768-p683,mdp.39015025423768,mdp.39015025423768-p683,Study of Elocution as Related to Literature,"Raymond, George L.",1897,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015025887848,mdp.39015025887848,ogilvieimperial4,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1883,HathiTrust,"['Dictionaries', 'Word Lists']"
mdp.39015025887855,mdp.39015025887855,ogilvieimperial3,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1883,HathiTrust,"['Dictionaries', 'Word Lists']"
mdp.39015025887863,mdp.39015025887863,ogilvieimperial2,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1883,HathiTrust,"['Dictionaries', 'Word Lists']"
mdp.39015025887871,mdp.39015025887871,ogilvieimperial1,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1883,HathiTrust,"['Dictionaries', 'Word Lists']"
mdp.39015025903041,mdp.39015025903041,mdp.39015025903041,University of Iowa studies in psychology.,University of Iowa,1914,HathiTrust,['Linguistic']
mdp.39015025977565,mdp.39015025977565,mdp.39015025977565,"A primer of French verse for upper forms,","Spencer, Frederic, 1861-",1899,HathiTrust,['Literary']
mdp.39015026074479,mdp.39015026074479,mdp.39015026074479,Transactions and proceedings of the American Philological Association,American Philological Association,1897,HathiTrust,['Uncategorized']
mdp.39015026074479-p60,mdp.39015026074479,mdp.39015026074479-p60,Cicero's Hexameters,"Peck, Tracy",1897,HathiTrust,['Literary']
mdp.39015026074537,mdp.39015026074537,mdp.39015026074537,Transactions and proceedings of the American Philological Association,American Philological Association,1897,HathiTrust,['Uncategorized']
