ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
njp.32101068580321,njp.32101068580321,rollinmethod3,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c. :","Rollin, Charles, 1661-1741",1773,HathiTrust,['Literary'],8966697,8237404,,"Rollin, Charles,","Edinburgh;Printed for W. Drummond, A. Donaldson, J. Bell, and C. Elliot;1773.",s,1773,    ,1773,stk,v.3,Poetry;Early works to 1800;Education;Rhetoric;Study and teaching;Language and languages;French language;Greek language;Latin language;Literature,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c"
njp.32101069166492,njp.32101069166492,njp.32101069166492,"The metrical history of Sir William Wallace, knight of Ellerslie","Henry, the Minstrel, fl. 1470-1492",1790,HathiTrust,['Literary'],8978453,41865529,,"Henry,",Perth;Printed by R. Morison Junior for R. Morison and Son;1790.,s,1790,    ,1790,stk,vol. 2,"Wallace, William;History;d. 1305;Sir;Scotland;Poetry;Wallace's Rising, 1297-1304","The metrical history of Sir William Wallace, knight of Ellerslie"
njp.32101069166500,njp.32101069166500,njp.32101069166500,"The metrical history of Sir William Wallace, knight of Ellerslie","Henry, the Minstrel, fl. 1470-1492",1790,HathiTrust,['Literary'],8978453,41865529,,"Henry,",Perth;Printed by R. Morison Junior for R. Morison and Son;1790.,s,1790,    ,1790,stk,vol. 1,"Wallace, William;History;d. 1305;Sir;Scotland;Poetry;Wallace's Rising, 1297-1304","The metrical history of Sir William Wallace, knight of Ellerslie"
njp.32101069167037,njp.32101069167037,walkerelements1,Elements of elocution.,"Walker, John, 1732-1807",1781,HathiTrust,"['Linguistic', 'Literary', 'Word Lists']",8978485,6783778,,"Walker, John,","London;Printed for the author, and sold by T. Cadell, T. Becket, G. Robinson, J. Dodsley;1781.",s,1781,    ,1781,enk,vol. 1,Elocution;Early works to 1800,Elements of elocution
njp.32101073245571,njp.32101073245571,ustandrewssynopsis,"Synopsis of lectures on belles lettres and logic,",University of St. Andrews,1790,HathiTrust,['Literary'],9012262,42815890,,,Edinburgh;Print. for Elphingston Balfour;1790.,s,1790,    ,1790,stk,,Language and languages;Rhetoric;Composition and exercises,Synopsis of lectures on belles lettres and logic
njp.32101076393303,njp.32101076393303,fosteressay,An essay on the different nature of accent and quantity :,"Foster, John, 1731-1774",1763,HathiTrust,"['Literary', 'Original Bibliography']",9030714,6524620,,"Foster, John,",Eton [England;Printed by J. Pote;1763.,s,1763,    ,1763,enk,,"Elegiac poetry, Greek (Modern);Accents and accentuation;Translations into Latin;English language;Greek language;Latin language",An essay on the different nature of accent and quantity
njp.32101076525920,njp.32101076525920,terrassoncritical1,A critical dissertation upon Homer's Iliad :,"Terrasson, Jean, 1670-1750",1722,HathiTrust,['Literary'],9033248,41335602,,"Terrasson, Jean,",London;Printed for J. Peele;1722-1725.,m,1722,1725,1722-1725,enk,v.1,Homer;Classical and modern;Ilias;Modern and classical;Poetics;Comparative literature,A critical dissertation upon Homer's Iliad
njp.32101076525938,njp.32101076525938,terrassoncritical2,A critical dissertation upon Homer's Iliad :,"Terrasson, Jean, 1670-1750",1722,HathiTrust,['Literary'],9033248,41335602,,"Terrasson, Jean,",London;Printed for J. Peele;1722-1725.,m,1722,1725,1722-1725,enk,v.2,Homer;Classical and modern;Ilias;Modern and classical;Poetics;Comparative literature,A critical dissertation upon Homer's Iliad
njp.32101076530979-p464,njp.32101076530979,njp.32101076530979-p464,On Shakespeare,"Belsham, William.",1799,HathiTrust,['Literary'],9033494,823859,PR3318.B25 1799,"Belsham, William,",London;Printed for G.G. and J. Robinson;1799.,s,1799,    ,1799,enk,v.2,History;Politics and government;Great Britain,"Essays philosophical and moral, historical and literary"
njp.32101076530979-p482,njp.32101076530979,njp.32101076530979-p482,On Stile and Versification,"Belsham, William.",1799,HathiTrust,"['Literary', 'Original Bibliography']",9033494,823859,PR3318.B25 1799,"Belsham, William,",London;Printed for G.G. and J. Robinson;1799.,s,1799,    ,1799,enk,v.2,History;Politics and government;Great Britain,"Essays philosophical and moral, historical and literary"
njp.32101076530979-p514,njp.32101076530979,njp.32101076530979-p514,On Epic Poetry,"Belsham, William.",1799,HathiTrust,['Literary'],9033494,823859,PR3318.B25 1799,"Belsham, William,",London;Printed for G.G. and J. Robinson;1799.,s,1799,    ,1799,enk,v.2,History;Politics and government;Great Britain,"Essays philosophical and moral, historical and literary"
njp.32101076530979-p545,njp.32101076530979,njp.32101076530979-p545,On Dramatic Poetry,"Belsham, William.",1799,HathiTrust,['Literary'],9033494,823859,PR3318.B25 1799,"Belsham, William,",London;Printed for G.G. and J. Robinson;1799.,s,1799,    ,1799,enk,v.2,History;Politics and government;Great Britain,"Essays philosophical and moral, historical and literary"
njp.32101076530987,njp.32101076530987,njp.32101076530987,"Essays philosophical and moral, historical and literary.","Belsham, William, 1752-1827",1799,HathiTrust,['Literary'],9033494,823859,PR3318.B25 1799,"Belsham, William,",London;Printed for G.G. and J. Robinson;1799.,s,1799,    ,1799,enk,v.1,History;Politics and government;Great Britain,"Essays philosophical and moral, historical and literary"
njp.32101080222720-p394,njp.32101080222720,njp.32101080222720-p394,An Essay on Rhythmical Measures,"Young, Walter",1794,HathiTrust,['Literary'],10249401,6408676,,,"London;Printed for Robert Faulder, C. Dilly, and J. Egerton;1794.",s,1794,    ,1794,enk,v.1,Science,Memoirs of science and the arts;
nnc1.0022444157,nnc1.0022444157,nnc1.0022444157,The art of speaking in publik:,,1727,HathiTrust,['Linguistic'],8394345,38722097,,,London;N. Cox;1727.,s,1727,    ,1727,enk,,Elocution;Oratory,The art of speaking in publik
nnc1.0035529849,nnc1.0035529849,byssheart2,The art of English poetry;,"Bysshe, Edward, fl. 1702-1712",1762,HathiTrust,"['Literary', 'Word Lists']",8395493,3454643,,"Bysshe, Edward,",London;Printed for Hitch and Hawes;1762.,s,1762,    ,1762,enk,v.2,"Versification;Quotations, English;English language",The art of English poetry;
nnc1.0035529865,nnc1.0035529865,byssheart1,The art of English poetry.,"Bysshe, Edward, fl. 1702-1712",1718,HathiTrust,"['Literary', 'Word Lists']",8395494,1702258,,"Bysshe, Edward,","London;Printed for O. Loyd, T. Varnam and J. Osborn, W. Mears, J. Brown and F. Clay, and J. Hooke;1718.",s,1718,    ,1718,enk,v.1,"Versification;Quotations, English;English language",The art of English poetry
nnc1.0035529873,nnc1.0035529873,byssheart2,The art of English poetry.,"Bysshe, Edward, fl. 1702-1712",1718,HathiTrust,"['Literary', 'Word Lists']",8395494,1702258,,"Bysshe, Edward,","London;Printed for O. Loyd, T. Varnam and J. Osborn, W. Mears, J. Brown and F. Clay, and J. Hooke;1718.",s,1718,    ,1718,enk,v.2,"Versification;Quotations, English;English language",The art of English poetry
nnc1.0035529881,nnc1.0035529881,byssheart1,The art of English poetry,"Bysshe, Edward, active 1702-1712",1714,HathiTrust,['Literary'],8395495,7326282,,"Bysshe, Edward,",London;Printed by S. Buckley and sold by J. Churchill [etc.;1714.,s,1714,    ,1714,enk,v.1,"Versification;Quotations, English;English language",The art of English poetry
nnc1.0035529890,nnc1.0035529890,byssheart3and4,The art of English poetry:,"Bysshe, Edward, fl. 1712",1718,HathiTrust,"['Literary', 'Word Lists']",8395496,43097811,,"Bysshe, Edward,",London;Taylor;1718.,s,1718,    ,1718,enk,,"English poetry;Quotations, English",The art of English poetry
nnc1.0315302091,nnc1.0315302091,nnc1.0315302091,An enquiry into the authenticity of the poems ascribed to Ossian.,"Shaw, William, 1749-1831",1782,HathiTrust,['Literary'],8402465,80207038,,"Shaw, William,",London;Printed for J. Murray;1782.,s,1782,    ,1782,enk,,Ossian,An enquiry into the authenticity of the poems ascribed to Ossian
nnc1.1002314347,nnc1.1002314347,nnc1.1002314347,"Wotton's Short view of George Hickes's Grammatico-critical and archeological treasury of the ancient northern languages,","Wotton, William, 1666-1727",1737,HathiTrust,"['Linguistic', 'Original Bibliography']",8405298,15373635,,"Wotton, William,","London;Printed for, and Sold by D. Browne;1737.",s,1737,    ,1737,enk,,"Early works to 1800;Hickes, George;1642-1715;English language;Old English, ca. 450-1100;Linguarum vett. septentrionalium thesaurus grammatico-criticus et archaeologicus;Grammar",Wotton's Short view of George Hickes's Grammatico-critical and archeological treasury of the ancient northern languages
nnc1.1002374684,nnc1.1002374684,nnc1.1002374684,"Four essays upon the English language: namely,","Ward, John, fl. 1737",1758,HathiTrust,['Literary'],1903040,23616367,,"Ward, John,",London;Printed for J. Ward;1758.,s,1758,    ,1758,enk,,Grammar;English language,Four essays upon the English language: namely
nnc1.cr58236821,nnc1.cr58236821,greymemoria,Memoria technica,"Grey, Richard, 1694-1771",1737,HathiTrust,"['Literary', 'Typographically Unique']",8413095,1820003,,"Grey, Richard,",London;Printed for J. Stagg;1737,s,1737,    ,1737,enk,,Mnemonics,Memoria technica
nnc1.cr58237992,nnc1.cr58237992,beattietheory,The theory of language.,"Beattie, James, 1735-1803",1788,HathiTrust,"['Linguistic', 'Literary']",8413103,324982,P101.B3,"Beattie, James,","London;A. Strahan; [etc., etc.;1788.",s,1788,    ,1788,enk,,"Language and languages;Grammar, Comparative and general",The theory of language
nyp.33433000182992-p231,nyp.33433000182992,nyp.33433000182992-p231,The Theory of Language,"Beattie, James",1783,HathiTrust,"['Linguistic', 'Literary', 'Original Bibliography']",7696537,4770674,,"Beattie, James,","London;Printed for W. Strahan, and T. Cadell, and W. Creech at Edinburgh;1783.",s,1783,    ,1783,stk,,Language and languages;Early works to 1850;Early works to 1800;Psychology;Aesthetics,Dissertations moral and critical
nyp.33433000183008-p347,nyp.33433000183008,beattieessayspoetry,"An Essay on Poetry and Music, as they affect the mind","Beattie, James.",1776,HathiTrust,"['Literary', 'Original Bibliography']",8594371,2859552,B1403.B53E7 1776,"Beattie, James,",Edinburgh;Printed for W. Creech;1776.,s,1776,    ,1776,stk,,"Music, Influence of;Laughter;Classical education;Truth;Poetry",Essays
nyp.33433061816835,nyp.33433061816835,rollinmethod1,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetorick, history, moral philosophy, physicks, &c. ...","Rollin, Charles, 1661-1741",1770,HathiTrust,['Literary'],8620877,8444741,,"Rollin, Charles,","London;Printed for W. Strahan, [etc.;1770.",s,1770,    ,1770,enk,v. 1,Early works to 1800;Education,"The method of teaching and studying the belles lettres; or, An introduction to languages, poetry, rhetorick, history, moral philosophy, physicks, &c"
nyp.33433066585450,nyp.33433066585450,walkerelementsSV,Elements of elocution :,"Walker, John, 1732-1807",1799,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique', 'Word Lists']",8689123,25236721,,"Walker, John,",London;Cooper and Wilson;1799.,s,1799,    ,1799,enk,,Elocution,Elements of elocution
nyp.33433066592498,nyp.33433066592498,nyp.33433066592498,"The history of England, from the revolution to the present time :","Macaulay, Catharine, 1731-1791",1778,HathiTrust,['Literary'],8695837,5772761,DA470.G73,"Macaulay, Catharine,","Bath;Printed by R. Cruttwell: and sold by E. and C. Dilly, T. Cadell, and J. Walter, London;1778.",s,1778,    ,1778,enk,,History;Great Britain;1689-1714,"The history of England, from the revolution to the present time"
nyp.33433066603055,nyp.33433066603055,enfieldspeaker,"The speaker: or, Miscellaneous pieces, selected from the best English writers, :","Enfield, William, 1741-1797",1785,HathiTrust,"['Linguistic', 'Literary']",8689016,11705498,,"Enfield, William,",London;Printed for J. Johnson ...;1785.,s,1785,    ,1785,enk,,Elocution;Early works to 1800,"The speaker: or, Miscellaneous pieces, selected from the best English writers"
nyp.33433066604541,nyp.33433066604541,scottlessons,"Lessons in elocution, or, A selection of pieces in prose and verse :","Scott, William, 1750-1804",1789,HathiTrust,"['Linguistic', 'Literary']",8692418,32461642,,"Scott, William,",Edinburgh;C. Elliot;1789.,s,1789,    ,1789,stk,,Elocution;Early works to 1800,"Lessons in elocution, or, A selection of pieces in prose and verse"
nyp.33433067298970,nyp.33433067298970,nyp.33433067298970,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 1,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067298988,nyp.33433067298988,nyp.33433067298988,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 2,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067298996,nyp.33433067298996,nyp.33433067298996,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 3,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299002,nyp.33433067299002,nyp.33433067299002,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 4,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299010,nyp.33433067299010,nyp.33433067299010,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 5,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299028,nyp.33433067299028,nyp.33433067299028,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 6,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299036,nyp.33433067299036,nyp.33433067299036,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 7,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299044,nyp.33433067299044,nyp.33433067299044,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 8,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299051,nyp.33433067299051,nyp.33433067299051,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 9,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
nyp.33433067299069,nyp.33433067299069,nyp.33433067299069,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779,HathiTrust,['Literary'],8618324,3772971,,"Johnson, Samuel,",London;Printed by H. Hughs;1779-1781.,m,1779,1781,1779-1781,enk,v. 10,"Early modern, 1500-1700;English poetry;History and criticism",The works of the English poets
